Network	Bait	Prey	Bait_uniprot	Prey_uniprot	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Lo AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                                   P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Hi)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Lo	HDAC1	CCT2	Q13547	P78371	HDAC1_CCT2	11.44	3.52	3.75E-11	5.56E-05	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Lo	HDAC1	RPS27A	Q13547	P62979	HDAC1_RPS27A	3.86	1.95	2.02E-04	1.58E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	VBP1	Q13547	P61758	HDAC1_VBP1	3.43	1.78	1.65E-05	2.48E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	HDAC1	TMEM33	Q13547	P57088	HDAC1_TMEM33	3.14	1.65	3.96E-06	3.40E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	HNRNPM	Q13547	P52272	HDAC1_HNRNPM	3.95	1.98	4.66E-04	1.44E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	CCT4	Q13547	P50991	HDAC1_CCT4	8.52	3.09	4.89E-09	3.37E-04	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Lo	HDAC1	CCT8	Q13547	P50990	HDAC1_CCT8	10.26	3.36	2.28E-09	1.11E-04	No	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	HDAC1	CCT3	Q13547	P49368	HDAC1_CCT3	9.64	3.27	2.13E-10	1.62E-04	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Lo	HDAC1	CCT5	Q13547	P48643	HDAC1_CCT5	9.87	3.30	5.43E-09	1.41E-04	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Lo	HDAC1	IQGAP1	Q13547	P46940	HDAC1_IQGAP1	9.33	3.22	1.92E-02	1.98E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	SSR1	Q13547	P43307	HDAC1_SSR1	3.17	1.67	3.83E-02	3.28E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	CCT6A	Q13547	P40227	HDAC1_CCT6A	6.65	2.73	2.35E-10	1.32E-03	No	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	HDAC1	TCP1	Q13547	P17987	HDAC1_TCP1	7.53	2.91	4.26E-10	6.74E-04	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Lo	HDAC1	HSPA6	Q13547	P17066	HDAC1_HSPA6	6.63	2.73	2.13E-04	1.33E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	HSPA8	Q13547	P11142	HDAC1_HSPA8	5.07	2.34	2.36E-05	4.93E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	HSPA1A	Q13547	P08107	HDAC1_HSPA1A	3.57	1.84	1.99E-04	2.13E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	SLC25A5	Q13547	P05141	HDAC1_SLC25A5	3.10	1.63	4.83E-09	3.57E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	HSPB1	Q13547	P04792	HDAC1_HSPB1	7.21	2.85	4.47E-07	8.57E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	AIFM1	Q13547	O95831	HDAC1_AIFM1	5.02	2.33	3.19E-02	5.17E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	BAG2	Q13547	O95816	HDAC1_BAG2	3.80	1.93	8.00E-05	1.67E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	PFDN1	Q13547	O60925	HDAC1_PFDN1	3.32	1.73	3.05E-02	2.80E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	HDAC1	DNAJA2	Q13547	O60884	HDAC1_DNAJA2	3.64	1.86	5.25E-03	1.99E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	KLF11	KLF11	O14901	O14901	KLF11_KLF11	15.59	3.96	4.04E-04	4.71E-17	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	SLC25A18	P06239	Q9H1K4	LCK_SLC25A18	1.95	0.96	5.09E-04	1.30E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	SLC25A22	P06239	Q9H936	LCK_SLC25A22	1.95	0.96	5.09E-04	1.30E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CDCP1	P06239	Q9H5V8	LCK_CDCP1	7.40	2.89	4.21E-02	6.31E-12	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HIST1H2BL	P06239	Q99880	LCK_HIST1H2BL	1.71	0.77	4.56E-02	3.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HIST1H2BN	P06239	Q99877	LCK_HIST1H2BN	1.71	0.77	4.56E-02	3.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HIST1H2BH	P06239	Q93079	LCK_HIST1H2BH	1.71	0.77	4.56E-02	3.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HIST2H2BF	P06239	Q5QNW6	LCK_HIST2H2BF	1.71	0.77	4.56E-02	3.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HIST1H2BC	P06239	P62807	LCK_HIST1H2BC	1.71	0.77	4.56E-02	3.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HIST1H2BD	P06239	P58876	LCK_HIST1H2BD	1.71	0.77	4.56E-02	3.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HIST1H2BM	P06239	Q99879	LCK_HIST1H2BM	1.71	0.77	4.56E-02	3.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CCT7	P06239	Q99832	LCK_CCT7	7.88	2.98	6.11E-11	1.39E-12	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	RP9	P06239	Q8TA86	LCK_RP9	1.86	0.90	8.24E-03	1.93E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CDC37	P06239	Q16543	LCK_CDC37	24.31	4.60	1.04E-09	1.22E-27	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	LCK	SAFB	P06239	Q15424	LCK_SAFB	4.18	2.06	2.08E-03	6.84E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	STK38	P06239	Q15208	LCK_STK38	2.19	1.13	4.51E-03	4.37E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	NOLC1	P06239	Q14978	LCK_NOLC1	4.97	2.31	3.51E-02	3.07E-08	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CCT2	P06239	P78371	LCK_CCT2	8.91	3.16	6.48E-11	6.42E-14	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	TUBB4B	P06239	P68371	LCK_TUBB4B	1.74	0.80	4.46E-08	3.29E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	YWHAZ	P06239	P63104	LCK_YWHAZ	1.67	0.74	2.99E-02	4.56E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	RAN	P06239	P62826	LCK_RAN	3.17	1.67	2.76E-03	5.09E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	BMX	P06239	P51813	LCK_BMX	11.02	3.46	3.82E-05	2.08E-16	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CCT4	P06239	P50991	LCK_CCT4	8.36	3.06	7.18E-11	3.23E-13	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CCT8	P06239	P50990	LCK_CCT8	8.18	3.03	6.01E-11	5.51E-13	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CCT3	P06239	P49368	LCK_CCT3	8.39	3.07	1.25E-10	2.99E-13	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CCT5	P06239	P48643	LCK_CCT5	6.63	2.73	5.94E-11	7.90E-11	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	TMPO	P06239	P42166	LCK_TMPO	1.67	0.74	5.48E-03	4.46E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CCT6A	P06239	P40227	LCK_CCT6A	8.73	3.13	6.55E-11	1.09E-13	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HSPA9	P06239	P38646	LCK_HSPA9	2.33	1.22	3.06E-06	2.26E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	RBMXL1	P06239	Q96E39	LCK_RBMXL1	1.89	0.92	3.26E-02	1.72E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	RBMX	P06239	P38159	LCK_RBMX	1.89	0.92	3.26E-02	1.72E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	DNAJA1	P06239	P31689	LCK_DNAJA1	1.83	0.87	1.49E-06	2.26E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	ATP5A1	P06239	P25705	LCK_ATP5A1	1.71	0.77	1.31E-03	3.76E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	TCP1	P06239	P17987	LCK_TCP1	7.59	2.92	5.33E-11	3.39E-12	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HSPA6	P06239	P17066	LCK_HSPA6	1.98	0.98	1.05E-04	1.15E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	DSP	P06239	P15924	LCK_DSP	3.16	1.66	8.80E-03	5.38E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	EEF2	P06239	P13639	LCK_EEF2	1.72	0.78	2.48E-05	3.66E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	XRCC5	P06239	P13010	LCK_XRCC5	1.78	0.84	7.05E-03	2.73E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	SLC25A6	P06239	P12236	LCK_SLC25A6	1.88	0.91	3.13E-04	1.77E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HSPA8	P06239	P11142	LCK_HSPA8	2.82	1.50	6.68E-10	2.47E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HSPA5	P06239	P11021	LCK_HSPA5	2.79	1.48	4.63E-10	2.88E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HSP90AB3P	P06239	Q58FF7	LCK_HSP90AB3P	11.27	3.49	5.65E-11	1.11E-16	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	HSP90AB1	P06239	P08238	LCK_HSP90AB1	11.27	3.49	5.65E-11	1.11E-16	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	LCK	HSPA1A	P06239	P08107	LCK_HSPA1A	3.45	1.79	3.19E-10	1.48E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	YES1	P06239	P07947	LCK_YES1	33.22	5.05	3.35E-03	6.10E-33	Yes	No	No	No	Yes
EGFRNetmtKRAS-Lo	LCK	HSP90AA1	P06239	P07900	LCK_HSP90AA1	11.85	3.57	5.67E-11	2.61E-17	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	LCK	TUBB	P06239	P07437	LCK_TUBB	1.80	0.85	2.00E-06	2.57E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	CDK1	P06239	P06493	LCK_CDK1	16.66	4.06	4.39E-04	6.90E-22	Yes	No	No	Yes	No
EGFRNetmtKRAS-Lo	LCK	LCK	P06239	P06239	LCK_LCK	40.57	5.34	7.46E-11	1.38E-36	Yes	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	LCK	HSPB1	P06239	P04792	LCK_HSPB1	3.68	1.88	2.71E-03	5.59E-06	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	BAG2	P06239	O95816	LCK_BAG2	1.80	0.85	4.17E-02	2.53E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LCK	UQCRQ	P06239	O14949	LCK_UQCRQ	1.84	0.88	7.19E-03	2.15E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	THRAP3	P07948	Q9Y2W1	LYN_THRAP3	1.96	0.97	1.32E-06	3.54E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	SRRM2	P07948	Q9UQ35	LYN_SRRM2	3.28	1.71	2.40E-07	8.14E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	DDX23	P07948	Q9BUQ8	LYN_DDX23	2.31	1.21	1.20E-02	1.27E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	PRMT1	P07948	Q99873	LYN_PRMT1	1.98	0.99	1.85E-07	3.27E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	CCAR1	P07948	Q8IX12	LYN_CCAR1	2.68	1.42	7.66E-06	4.32E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	CHERP	P07948	Q8IWX8	LYN_CHERP	1.88	0.91	2.81E-04	4.43E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	PRPF8	P07948	Q6P2Q9	LYN_PRPF8	1.96	0.97	1.12E-05	3.55E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	CDC37	P07948	Q16543	LYN_CDC37	3.98	1.99	3.00E-04	1.29E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	SF3A1	P07948	Q15459	LYN_SF3A1	2.12	1.09	9.37E-06	2.19E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	SF3A2	P07948	Q15428	LYN_SF3A2	2.08	1.06	2.03E-05	2.49E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	EFTUD2	P07948	Q15029	LYN_EFTUD2	2.08	1.05	1.61E-03	2.50E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	SF3A3	P07948	Q12874	LYN_SF3A3	2.12	1.08	1.36E-05	2.21E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	DSG1	P07948	Q02413	LYN_DSG1	2.26	1.18	4.41E-02	1.46E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	ERH	P07948	P84090	LYN_ERH	1.92	0.94	2.89E-06	3.99E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	CSNK2A3 	P07948	Q8NEV1	LYN_CSNK2A3	2.19	1.13	7.67E-06	1.78E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	CSNK2A1	P07948	P68400	LYN_CSNK2A1	2.19	1.13	7.67E-06	1.78E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	TPP2	P07948	P29144	LYN_TPP2	1.89	0.92	7.31E-05	4.33E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	FGR	P07948	P09769	LYN_FGR	14.03	3.81	4.71E-04	2.13E-12	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	HCK	P07948	P08631	LYN_HCK	36.35	5.18	7.86E-06	2.62E-21	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	HSP90AB3P	P07948	Q58FF7	LYN_HSP90AB3P	2.35	1.23	1.38E-04	1.12E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	LYN	HSP90AB1	P07948	P08238	LYN_HSP90AB1	2.35	1.23	1.38E-04	1.12E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	LYN	LYN	P07948	P07948	LYN_LYN	16.27	4.02	1.34E-05	1.30E-13	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	LYN	HSP90AA1	P07948	P07900	LYN_HSP90AA1	2.49	1.32	2.10E-04	7.49E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	LYN	CDK1	P07948	P06493	LYN_CDK1	11.59	3.54	2.13E-04	6.29E-11	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	MAP2K1	DPP7	Q02750	Q9UHL4	MAP2K1_DPP7	1.50	0.59	1.72E-05	1.37E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	MAP2K1	SLAIN2	Q02750	Q9P270	MAP2K1_SLAIN2	1.59	0.67	3.28E-02	6.43E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	MAP2K1	CAMSAP3	Q02750	Q9P1Y5	MAP2K1_CAMSAP3	1.35	0.43	1.79E-03	4.91E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	MAP2K1	TCF25	Q02750	Q9BQ70	MAP2K1_TCF25	1.72	0.79	9.11E-03	1.83E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	MAP2K1	KSR1	Q02750	Q8IVT5	MAP2K1_KSR1	5.38	2.43	1.33E-05	1.33E-18	Yes	No	No	Yes	Yes
EGFRNetmtKRAS-Lo	MAP2K1	CDC37	Q02750	Q16543	MAP2K1_CDC37	1.92	0.94	1.78E-05	2.83E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	MAP2K1	RCN1	Q02750	Q15293	MAP2K1_RCN1	1.40	0.48	6.72E-04	3.30E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	MAP2K1	STK38	Q02750	Q15208	MAP2K1_STK38	1.70	0.76	1.58E-02	2.31E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	MAP2K1	FAT1	Q02750	Q14517	MAP2K1_FAT1	1.35	0.44	1.54E-03	4.69E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	MAP2K1	FKBP5	Q02750	Q13451	MAP2K1_FKBP5	2.86	1.52	2.65E-03	1.92E-08	No	No	No	No	No
