diseaseName	diseaseUMLSCUI	source	numGenesAssociatedToDisease	intersection	intersectionSize	geneRatio	bgRatio	pvalue	totalGenesSource	p_adjusted	query	bait	method	type
Heart Diseases	C0018799	CURATED	57	SIRT1,RAC2,TIMP1	3	3/496	3/14132	0.599521439269236	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Myopathy	C0026848	CURATED	88	CLU,COL6A3,LPL,TGFB1	4	4/496	4/14132	0.601320837703582	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Breast Cancer, Familial	C0346153	CURATED	88	EPCAM,PIK3CA,PIK3R3,KRAS	4	4/496	4/14132	0.601320837703582	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Microcephaly (physical finding)	C4551563	CURATED	357	ATP6V0A1,YWHAG,LRP6,LRP5,SPOCK1,TUBGCP6,SCARF2,CDC6,ASPM,MSI1,FRMD4A,CDK5RAP2,NUS1	13	13/496	13/14132	0.602560230232155	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Renal Cell Carcinoma	C0007134	CURATED	180	PIK3CA,MAP2K1,FLT1,CUL7,BTG3,SDHC,TGFB1	7	7/496	7/14132	0.608728361731011	14132	0.83283731082601	combined_Raf1S259F	Raf1S259F	combined	Active
Necrosis	C0027540	CURATED	59	LPL,KRT18,BCR	3	3/496	3/14132	0.618377124366731	14132	0.837703000989414	combined_Raf1S259F	Raf1S259F	combined	Active
Cerebrovascular accident	C0038454	CURATED	59	SH2B3,TGFB1,PIK3CA	3	3/496	3/14132	0.618377124366731	14132	0.837703000989414	combined_Raf1S259F	Raf1S259F	combined	Active
Nephrotic Syndrome	C0027726	CURATED	91	SYNPO,TNS2,TGFB1,WT1	4	4/496	4/14132	0.624079479381489	14132	0.841283611911321	combined_Raf1S259F	Raf1S259F	combined	Active
Medulloblastoma	C0025149	CURATED	61	SMYD4,DICER1,IRS2	3	3/496	3/14132	0.63654298246574	14132	0.853899122819895	combined_Raf1S259F	Raf1S259F	combined	Active
Reperfusion Injury	C0035126	CURATED	95	FOS,JUN,CDKN1A,EGR1	4	4/496	4/14132	0.653015913257553	14132	0.867533218095783	combined_Raf1S259F	Raf1S259F	combined	Active
Congenital heart disease	C0152021	CURATED	95	GJA5,GJA1,USP34,CSRP1	4	4/496	4/14132	0.653015913257553	14132	0.867533218095783	combined_Raf1S259F	Raf1S259F	combined	Active
Adenoid Cystic Carcinoma	C0010606	CURATED	97	HRAS,ASPM,MAP2K2,PIK3CA	4	4/496	4/14132	0.666874475021814	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Neurodevelopmental Disorders	C1535926	CURATED	674	PSMC5,TCP1,LONP1,CCT7,CCT4,GABRB3,EEF1B2,KCNQ2,ZCCHC8,PSMD12,CCT3,EEF1D,USP9X,UBR5,PRKACA,NAA15,CCT8,EEF1A2,KDM2A,MAPK8IP3,DICER1,CUL3,CCT6A	23	23/496	23/14132	0.669406657965527	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Acute lymphocytic leukemia	C0023449	CURATED	98	KRAS,BCR,SLC19A1,SH2B3	4	4/496	4/14132	0.673650927583227	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Breast Carcinoma	C0678222	CURATED	66	LZTS1,TFRC,PIK3CA	3	3/496	3/14132	0.67898044195961	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Autosomal recessive non-syndromic intellectual disability	C5680181	CURATED	67	NAA20,EEF1B2,EEF1D	3	3/496	3/14132	0.686966731369573	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Epilepsy	C0014544	CURATED	165	KCNQ2,EEF1A2,GABRB3,FOS,FOSB,TGFB1	6	6/496	6/14132	0.692091300862283	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Colon Carcinoma	C0699790	CURATED	68	FLT1,EPCAM,PIK3CA	3	3/496	3/14132	0.694789275563775	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Pneumonia	C0032285	CURATED	69	SIRT1,EGR1,TGFB1	3	3/496	3/14132	0.702449705157106	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Status Epilepticus	C0038220	CURATED	69	JUNB,FOS,JUN	3	3/496	3/14132	0.702449705157106	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Brain Ischemia	C0007786	CURATED	70	JUN,MAP2K1,EGR1	3	3/496	3/14132	0.709949738067289	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Spontaneous abortion	C0000786	CURATED	104	COL6A3,GLS,TFRC,TGFB1	4	4/496	4/14132	0.712178029863665	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Global developmental delay	C0557874	CURATED	388	EEF1B2,PDE10A,USP9X,PIK3CA,ATP6V0A1,CEP97,HUWE1,MAPK8IP3,EEF1A2,KCNQ2,HERC2,NAA15,GABRB3	13	13/496	13/14132	0.714012582397506	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Dermatitis, Allergic Contact	C0162820	CURATED	71	ETS2,RAB32,UPP1	3	3/496	3/14132	0.717291171405752	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Autism Spectrum Disorders	C1510586	CURATED	572	CUL3,HUWE1,CORO1A,DNMT3B,CLN8,TAOK2,CHST3,SLC19A1,NAA15,FLT1,GABRB3,DHCR24,TFRC,LOXL4,MAP2K1,FTSJ1,KCNQ2,ARSB,TJP2	19	19/496	19/14132	0.717625474028618	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Non-syndromic genetic hearing loss	C5680182	CURATED	105	EYA4,TJP2,GJA1,ADGRV1	4	4/496	4/14132	0.718246667312363	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of ovary	C1140680	CURATED	139	PIK3CA,TFRC,EEF1A2,WT1,DICER1	5	5/496	5/14132	0.723808054194962	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Lung diseases	C0024115	CURATED	72	SPRY2,STRA6,TGFB1	3	3/496	3/14132	0.724475873828162	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Kidney Failure, Chronic	C0022661	CURATED	107	CHGA,TGFB1,COL6A3,GJA1	4	4/496	4/14132	0.730085700146782	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Chronic ischemic heart disease	C0264694	CURATED	174	SH2B3,LPL,TRIB1,LIPG,PROCR,GDF15	6	6/496	6/14132	0.735540159757288	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Cholestasis	C0008370	CURATED	108	EGR1,ABCB11,WT1,BTG3	4	4/496	4/14132	0.735857230888955	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Male infertility with azoospermia or oligozoospermia due to single gene mutation	C5681165	CURATED	74	HUWE1,WT1,MAP2K1	3	3/496	3/14132	0.738382875413283	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Heart failure	C0018801	CURATED	207	MAP2K1,EYA4,BAMBI,PRKACA,SIRT1,NISCH,GDF15	7	7/496	7/14132	0.738610497063291	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Congestive heart failure	C0018802	CURATED	207	BAMBI,PRKACA,EYA4,SIRT1,NISCH,GDF15,MAP2K1	7	7/496	7/14132	0.738610497063291	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Coronary Arteriosclerosis	C0010054	CURATED	175	GDF15,SH2B3,TRIB1,PROCR,LPL,LIPG	6	6/496	6/14132	0.740080513839866	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Asthma	C0004096	CURATED	208	EGR1,TGFB1,THBD,AREG,F2RL1,FKBP5,HLA-B	7	7/496	7/14132	0.742767009912084	14132	0.880435033300961	combined_Raf1S259F	Raf1S259F	combined	Active
Pulmonary Fibrosis	C0034069	CURATED	113	AREG,TGFB1,TFPI,TIMP1	4	4/496	4/14132	0.763261671631984	14132	0.896128179012415	combined_Raf1S259F	Raf1S259F	combined	Active
Alcoholic Intoxication, Chronic	C0001973	CURATED	279	GABRB3,PHLDA2,PDE10A,FKBP5,PIK3R1,ARC,NTS,TAC1,TESK2	9	9/496	9/14132	0.767904546900764	14132	0.896128179012415	combined_Raf1S259F	Raf1S259F	combined	Active
Coronary heart disease	C0010068	CURATED	182	PROCR,LIPG,GDF15,SH2B3,LPL,TRIB1	6	6/496	6/14132	0.7702680493031	14132	0.896128179012415	combined_Raf1S259F	Raf1S259F	combined	Active
Myocardial Reperfusion Injury	C0027055	CURATED	79	SIRT1,GJA1,TFRC	3	3/496	3/14132	0.770549170379462	14132	0.896128179012415	combined_Raf1S259F	Raf1S259F	combined	Active
Developmental Disabilities	C0008073	CURATED	149	KCNQ2,EEF1A2,MAPK8IP3,NAA15,USP9X	5	5/496	5/14132	0.772299557912518	14132	0.896128179012415	combined_Raf1S259F	Raf1S259F	combined	Active
Esophageal Neoplasms	C0014859	CURATED	82	SFN,LZTS1,CYP26A1	3	3/496	3/14132	0.788151701051153	14132	0.910679486508685	combined_Raf1S259F	Raf1S259F	combined	Active
Gilles de la Tourette syndrome	C0040517	CURATED	83	SPRY2,GOPC,HCN4	3	3/496	3/14132	0.793749712806206	14132	0.911667139682988	combined_Raf1S259F	Raf1S259F	combined	Active
Dysmorphic facies	C0424503	CURATED	84	KCNQ2,MAP2K2,HUWE1	3	3/496	3/14132	0.799216751598307	14132	0.911667139682988	combined_Raf1S259F	Raf1S259F	combined	Active
Adenocarcinoma	C0001418	CURATED	121	PIK3CA,CYP26A1,TGFB1,KRAS	4	4/496	4/14132	0.802267082921029	14132	0.911667139682988	combined_Raf1S259F	Raf1S259F	combined	Active
Spastic Paraplegia, Hereditary	C0037773	CURATED	121	TWNK,ARL6IP1,DNAJC16,CCT5	4	4/496	4/14132	0.802267082921029	14132	0.911667139682988	combined_Raf1S259F	Raf1S259F	combined	Active
Rare genetic syndromic intellectual disability	C5680525	CURATED	87	HUWE1,NAA15,PSMD12	3	3/496	3/14132	0.814854791048748	14132	0.922160771762986	combined_Raf1S259F	Raf1S259F	combined	Active
Schizophrenia	C0036341	CURATED	1047	TPT1,AKAP11,JUN,KCNQ2,IPO5,NTS,PCM1,TGFB1,CHGA,BTBD9,KCTD12,DNMT3B,GABRB3,YWHAE,CLU,DHCR24,SIRT1,HLA-A,LPL,PIK3CA,PTPRZ1,TAC1,CHGB,ARC,BHLHE40,HOMER1,HLA-B,ARSB,CSPG4,SYT11,DICER1,SH2B3,RANBP9	33	33/496	33/14132	0.819253646328338	14132	0.923339150574971	combined_Raf1S259F	Raf1S259F	combined	Active
Squamous cell carcinoma of esophagus	C0279626	CURATED	127	CDKN1A,ZCCHC12,SFN,LZTS1	4	4/496	4/14132	0.827860315261996	14132	0.929230966110404	combined_Raf1S259F	Raf1S259F	combined	Active
Precursor Lymphoid Neoplasm	C1335469	CURATED	91	SLC19A1,BCR,KRAS	3	3/496	3/14132	0.834009804871305	14132	0.932328033900849	combined_Raf1S259F	Raf1S259F	combined	Active
Muscle hypotonia	C0026827	CURATED	93	ATP6V0A1,YWHAG,CDK5RAP2	3	3/496	3/14132	0.842901131861154	14132	0.938452677173349	combined_Raf1S259F	Raf1S259F	combined	Active
Endometrial Neoplasms	C0014170	CURATED	94	PIK3R1,TSPYL2,SPOP	3	3/496	3/14132	0.847183027832042	14132	0.93941666392666	combined_Raf1S259F	Raf1S259F	combined	Active
Seizures	C0036572	CURATED	308	ATP6V0A1,EEF1B2,ALG11,YWHAG,EEF1A2,PIK3CA,CLN8,GABRB3,KCNQ2	9	9/496	9/14132	0.85166019742589	14132	0.940588571454296	combined_Raf1S259F	Raf1S259F	combined	Active
Adult Glioblastoma	C0278878	CURATED	98	BHLHE40,MDM2,WT1	3	3/496	3/14132	0.863269570572883	14132	0.945813274532043	combined_Raf1S259F	Raf1S259F	combined	Active
Primary Glioblastoma	C1514422	CURATED	98	BHLHE40,MDM2,WT1	3	3/496	3/14132	0.863269570572883	14132	0.945813274532043	combined_Raf1S259F	Raf1S259F	combined	Active
Cardiomyopathy, Hypertrophic, Familial	C0949658	CURATED	99	KRAS,EYA4,RAF1	3	3/496	3/14132	0.867041612294946	14132	0.946176362623453	combined_Raf1S259F	Raf1S259F	combined	Active
Mental Depression	C0011570	CURATED	283	PRKCI,TAC1,NTS,GABRB3,FKBP5,DUSP1,VGF,HOMER1	8	8/496	8/14132	0.872605602117718	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Chronic Obstructive Airway Disease	C0024117	CURATED	102	CDKN1A,TGFB1,F2RL1	3	3/496	3/14132	0.877792008480778	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Glioblastoma	C0017636	CURATED	104	BHLHE40,WT1,MDM2	3	3/496	3/14132	0.884507677900788	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Nerve Degeneration	C0027746	CURATED	105	SIRT1,CD44,ETS2	3	3/496	3/14132	0.887736047038427	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Obesity	C0028754	CURATED	293	LPL,FOS,NMU,TFRC,PRKAR1A,FOXC2,VGF,SIRT1	8	8/496	8/14132	0.89347857333197	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Intellectual Disability	C3714756	CURATED	694	USP9X,HUWE1,ASPM,EEF1B2,GJA1,CUL3,ZCCHC8,YWHAG,CEP97,HRAS,CLN8,GABRB3,EEF1A2,ANGPT2,KCNQ2,GPRASP1,ATP6V0A1,PSMD12,NAA15,FTSJ1	20	20/496	20/14132	0.895898247239922	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
hearing impairment	C1384666	CURATED	187	RPGR,EYA4,POLR1D,ADGRV1,TJP2	5	5/496	5/14132	0.898162377490487	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Diabetes Mellitus, Non-Insulin-Dependent	C0011860	CURATED	331	IRS2,LPL,PIK3R1,TIMP1,ADIPOR2,SIRT1,FOXC2,SPHK1,NUS1	9	9/496	9/14132	0.899297715192908	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Optic Atrophy	C0029124	CURATED	189	TUBGCP6,LRP5,RPGR,ITM2B,ADGRV1	5	5/496	5/14132	0.902648494955678	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Substance-Related Disorders	C0236969	CURATED	110	LDLRAD3,POLR1D,FRMD4A	3	3/496	3/14132	0.902658981607864	14132	0.947447404359399	combined_Raf1S259F	Raf1S259F	combined	Active
Chemical and Drug Induced Liver Injury	C4277682	CURATED	374	NUS1,SLC25A29,CLU,KRT18,OCIAD1,NTN1,CCT5,CCT3,FLT1,HLA-A	10	10/496	10/14132	0.912747441362042	14132	0.950412426164457	combined_Raf1S259F	Raf1S259F	combined	Active
Peripheral Neuropathy	C0031117	CURATED	116	KIFBP,HSPB8,JUN	3	3/496	3/14132	0.91812134264393	14132	0.950412426164457	combined_Raf1S259F	Raf1S259F	combined	Active
Retinitis Pigmentosa	C0035334	CURATED	235	RPGR,SLC19A1,DHDDS,IQCB1,YPEL2,ADGRV1	6	6/496	6/14132	0.919242168970978	14132	0.950412426164457	combined_Raf1S259F	Raf1S259F	combined	Active
Hereditary Breast and Ovarian Cancer Syndrome	C0677776	CURATED	158	KRAS,EYA2,EPCAM,TFRC	4	4/496	4/14132	0.919308019489984	14132	0.950412426164457	combined_Raf1S259F	Raf1S259F	combined	Active
Neurodevelopmental delay	C4022738	CURATED	238	NAA15,HUWE1,CUL3,SPRED1,GABRB3,USP9X	6	6/496	6/14132	0.924268101234368	14132	0.951961527488582	combined_Raf1S259F	Raf1S259F	combined	Active
Charcot-Marie-Tooth Disease	C0007959	CURATED	133	HSPB8,ARF1,SDHC	3	3/496	3/14132	0.950322023648377	14132	0.97514386754964	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of prostate	C0376358	CURATED	629	CHGB,CD44,PIK3CA,CHGA,FBH1,LIG4,MAMLD1,LRP6,SLC25A32,B3GALT1,PIK3R1,ATP6V0A1,CXCR4,SPOP,PLEKHG1,RAC2	16	16/496	16/14132	0.959904183875287	14132	0.981314686117859	combined_Raf1S259F	Raf1S259F	combined	Active
Colorectal Carcinoma	C0009402	CURATED	473	KRAS,GDAP1L1,IRS4,LAMB3,PER1,PSMC5,PIK3CA,EYA4,IGSF21,TOMM40L,PPP2R1B	11	11/496	11/14132	0.972077145607685	14132	0.99007857423005	combined_Raf1S259F	Raf1S259F	combined	Active
Hypertrophic Cardiomyopathy	C0007194	CURATED	164	GJA5,RAF1,HCN4	3	3/496	3/14132	0.980607478622817	14132	0.995081389746401	combined_Raf1S259F	Raf1S259F	combined	Active
Retinal Dystrophies	C0854723	CURATED	405	LRP5,TUBGCP6,DHDDS,CCT2,SLC19A1,RPGR,ADGRV1,IQCB1	8	8/496	8/14132	0.989453824672637	14132	0.996995573237425	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of breast	C0006142	CURATED	744	KRAS,CLU,CLSPN,MSI1,UBR5,PIK3CA,TGFB1,FBXO8,AREG,DUSP1,TCP1,PER1,SCARF2,LONRF3,RAC2,GPC1	16	16/496	16/14132	0.994558315813112	14132	0.996995573237425	combined_Raf1S259F	Raf1S259F	combined	Active
Cardiomyopathy, Dilated	C0007193	CURATED	259	HCN4,EYA4,RAF1,CSRNP1	4	4/496	4/14132	0.99504649165922	14132	0.996995573237425	combined_Raf1S259F	Raf1S259F	combined	Active
Cardiomyopathies	C0878544	CURATED	223	LPL,YWHAH,HCN4	3	3/496	3/14132	0.996995573237425	14132	0.996995573237425	combined_Raf1S259F	Raf1S259F	combined	Active
Costello syndrome (disorder)	C0587248	CURATED	13	MAP2K1,NRAS,MAP2K2,BRAF,HRAS,KRAS	6	6/145	6/14132	1.27834469346178e-07	14132	9.76208082406576e-06	combined_BrafWT	BrafWT	combined	WT
Cardio-facio-cutaneous syndrome	C1275081	CURATED	14	KRAS,BRAF,NRAS,MAP2K1,HRAS,MAP2K2	6	6/145	6/14132	1.97213754021531e-07	14132	9.76208082406576e-06	combined_BrafWT	BrafWT	combined	WT
Noonan Syndrome 1	C4551602	CURATED	21	KRAS,NRAS,HRAS,BRAF,MAP2K1,MAP2K2	6	6/145	6/14132	1.89173603195198e-06	14132	6.24272890544152e-05	combined_BrafWT	BrafWT	combined	WT
Noonan syndrome and Noonan-related syndrome	C5681679	CURATED	25	HRAS,MAP2K1,BRAF,MAP2K2,KRAS,NRAS	6	6/145	6/14132	4.77856224804179e-06	14132	0.000118269415639034	combined_BrafWT	BrafWT	combined	WT
Vascular anomaly	C0158570	CURATED	14	HRAS,KRAS,NRAS,BRAF,MAP2K1	5	5/145	5/14132	9.8262711842976e-06	14132	0.000194560169449093	combined_BrafWT	BrafWT	combined	WT
RASopathy	C5555857	CURATED	32	KRAS,NRAS,HRAS,MAP2K1,BRAF,MAP2K2	6	6/145	6/14132	1.70946844995853e-05	14132	0.000282062294243158	combined_BrafWT	BrafWT	combined	WT
Noonan Syndrome	C0028326	CURATED	35	KRAS,HRAS,MAP2K2,NRAS,BRAF,MAP2K1	6	6/145	6/14132	2.68841358392917e-05	14132	0.000380218492584268	combined_BrafWT	BrafWT	combined	WT
LEOPARD Syndrome	C0175704	CURATED	9	MAP2K1,NRAS,MAP2K2,BRAF	4	4/145	4/14132	8.49441733211014e-05	14132	0.00105118414484863	combined_BrafWT	BrafWT	combined	WT
PROSTATE CANCER, HEREDITARY, 1	C4722327	CURATED	10	NRAS,BRAF,HRAS,KRAS	4	4/145	4/14132	0.000120436611828054	14132	0.00132480273010859	combined_BrafWT	BrafWT	combined	WT
Histiocytosis, Langerhans-Cell	C0019621	CURATED	3	BRAF,NRAS,MAP2K1	3	3/145	3/14132	0.000311555314858995	14132	0.00308439761710405	combined_BrafWT	BrafWT	combined	WT
Nevus sebaceous	C3854181	CURATED	4	HRAS,NRAS,KRAS	3	3/145	3/14132	0.000618909927852256	14132	0.00510600690478111	combined_BrafWT	BrafWT	combined	WT
Nevus Sebaceus of Jadassohn	C4552097	CURATED	4	HRAS,KRAS,NRAS	3	3/145	3/14132	0.000618909927852256	14132	0.00510600690478111	combined_BrafWT	BrafWT	combined	WT
Epidermal Nevus	C0334082	CURATED	7	HRAS,KRAS,NRAS	3	3/145	3/14132	0.0021227384845714	14132	0.0150107935694692	combined_BrafWT	BrafWT	combined	WT
THYROID CANCER, NONMEDULLARY, 2	C4225426	CURATED	7	NRAS,BRAF,HRAS	3	3/145	3/14132	0.0021227384845714	14132	0.0150107935694692	combined_BrafWT	BrafWT	combined	WT
GIANT PIGMENTED HAIRY NEVUS	C1842036	CURATED	8	BRAF,NRAS,HRAS	3	3/145	3/14132	0.00281129845710966	14132	0.0185545698169237	combined_BrafWT	BrafWT	combined	WT
Differentiated Thyroid Gland Carcinoma	C1337013	CURATED	29	BRAF,KRAS,HRAS,NRAS	4	4/145	4/14132	0.00317959435064711	14132	0.019673740044629	combined_BrafWT	BrafWT	combined	WT
Follicular thyroid carcinoma	C0206682	CURATED	9	HRAS,KRAS,NRAS	3	3/145	3/14132	0.00359025682390639	14132	0.0209079662098078	combined_BrafWT	BrafWT	combined	WT
Mouth Diseases	C0026636	CURATED	11	DNAJA1,CHAF1A,CHAF1B	3	3/145	3/14132	0.00541179094867854	14132	0.029764850217732	combined_BrafWT	BrafWT	combined	WT
Neuroblastoma	C0027819	CURATED	75	CHAF1A,HRAS,NRAS,KRAS,LMO1	5	5/145	5/14132	0.00735905452165931	14132	0.037790302685918	combined_BrafWT	BrafWT	combined	WT
Non-Small Cell Lung Carcinoma	C0007131	CURATED	276	KEAP1,NRAS,MAP2K1,SDHC,KRAS,HRAS,BRAF,KDM2A,SELENOS	9	9/145	9/14132	0.00763440458301375	14132	0.037790302685918	combined_BrafWT	BrafWT	combined	WT
Bipolar Disorder	C0005586	CURATED	483	CSRP1,FKBP5,SSBP2,NEFL,FADS2,HSPA5,YWHAZ,KCTD12,GABRB3,YWHAE,YWHAH,FBXL3	12	12/145	12/14132	0.011027114011945	14132	0.0519849660563123	combined_BrafWT	BrafWT	combined	WT
Malignant neoplasm of gallbladder	C0153452	CURATED	20	KEAP1,BRAF,KRAS	3	3/145	3/14132	0.0176014759216268	14132	0.0784411933502558	combined_BrafWT	BrafWT	combined	WT
Prostatic Neoplasms	C0033578	CURATED	660	HRAS,HSP90AB1,ID3,SELENOS,KEAP1,SSBP2,SESN3,GUCD1,KRAS,MAP2K2,CSRP1,MAP2K1,SPOCK1,BRAF	14	14/145	14/14132	0.0182237115864231	14132	0.0784411933502558	combined_BrafWT	BrafWT	combined	WT
Major Depressive Disorder	C1269683	CURATED	229	HSP90AA1,PSMB4,LSAMP,MAP2K1,SGK1,NEFL,FKBP5	7	7/145	7/14132	0.0307353497555115	14132	0.126224944072341	combined_BrafWT	BrafWT	combined	WT
Unipolar Depression	C0041696	CURATED	231	SGK1,HSP90AA1,LSAMP,PSMB4,FKBP5,NEFL,MAP2K1	7	7/145	7/14132	0.0318749858768538	14132	0.126224944072341	combined_BrafWT	BrafWT	combined	WT
Liver carcinoma	C2239176	CURATED	646	PCLAF,BRAF,SLIT2,TFPI2,ASPM,SFN,NRAS,KRAS,HRAS,HSPA5,SPOCK1,CHAF1B,SREBF1	13	13/145	13/14132	0.0339163200565811	14132	0.129142910984674	combined_BrafWT	BrafWT	combined	WT
HIV Infections	C0019693	CURATED	127	HSP90AA1,RAB32,HSP90AB1,PSMB4,PSMC5	5	5/145	5/14132	0.0417635185541276	14132	0.153132901365135	combined_BrafWT	BrafWT	combined	WT
melanoma	C0025202	CURATED	250	TFPI2,NRAS,MAP2K2,GPAM,BRAF,HRAS,MAP2K1	7	7/145	7/14132	0.0440881740745999	14132	0.155883186906621	combined_BrafWT	BrafWT	combined	WT
Salivary Gland Neoplasms	C0036095	CURATED	43	VCAN,ASPM,HRAS	3	3/145	3/14132	0.0718566361791971	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Philadelphia chromosome positive chronic myelogenous leukemia	C0279543	CURATED	44	HSPA5,NRAS,KRAS	3	3/145	3/14132	0.0747876150166643	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Thyroid Neoplasm	C0040136	CURATED	45	BRAF,HRAS,KRAS	3	3/145	3/14132	0.0777563134225202	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Adenoid Cystic Carcinoma	C0010606	CURATED	97	VCAN,HRAS,ASPM,MAP2K2	4	4/145	4/14132	0.0778407109788013	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Adult Cholangiocarcinoma	C0280725	CURATED	48	THBS1,BRAF,KRAS	3	3/145	3/14132	0.0868781151927782	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Carcinoma	C0007097	CURATED	163	KRAS,SGK1,YWHAZ,ID3,HRAS	5	5/145	5/14132	0.0869716138553656	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Malignant epithelioma	C0553707	CURATED	163	ID3,HRAS,KRAS,YWHAZ,SGK1	5	5/145	5/14132	0.0869716138553656	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Epithelioma	C1368683	CURATED	163	ID3,HRAS,KRAS,YWHAZ,SGK1	5	5/145	5/14132	0.0869716138553656	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Liver Cirrhosis	C0023890	CURATED	164	BAMBI,LGALS3BP,THBS1,PLOD2,TUG1	5	5/145	5/14132	0.0884718250576513	14132	0.236721910289391	combined_BrafWT	BrafWT	combined	WT
Mood Disorders	C0525045	CURATED	168	FKBP5,NTS,HSP90AA1,KCTD12,SIRT2	5	5/145	5/14132	0.094597257840247	14132	0.242170672149113	combined_BrafWT	BrafWT	combined	WT
Mouth Neoplasms	C0026640	CURATED	52	SFN,HRAS,KRAS	3	3/145	3/14132	0.099505678001568	14132	0.242170672149113	combined_BrafWT	BrafWT	combined	WT
Cholangiocarcinoma	C0206698	CURATED	52	THBS1,KRAS,BRAF	3	3/145	3/14132	0.099505678001568	14132	0.242170672149113	combined_BrafWT	BrafWT	combined	WT
Glioma	C0017638	CURATED	109	BRAF,MAP2K1,HRAS,CHAF1A	4	4/145	4/14132	0.101673451249642	14132	0.242170672149113	combined_BrafWT	BrafWT	combined	WT
Papillary thyroid carcinoma	C0238463	CURATED	53	NRAS,BRAF,HRAS	3	3/145	3/14132	0.102739073032957	14132	0.242170672149113	combined_BrafWT	BrafWT	combined	WT
Malignant Glioma	C0555198	CURATED	112	HRAS,BRAF,MAP2K1,CHAF1A	4	4/145	4/14132	0.10803922721424	14132	0.248741476609528	combined_BrafWT	BrafWT	combined	WT
Osteoarthrosis, localized, not specified whether primary or secondary	C0157946	CURATED	117	TFPI2,PLOD2,EDIL3,YWHAQ	4	4/145	4/14132	0.118982573365208	14132	0.267710790071718	combined_BrafWT	BrafWT	combined	WT
Acute Promyelocytic Leukemia	C0023487	CURATED	61	NRAS,SLIT2,TRIB3	3	3/145	3/14132	0.129564438307841	14132	0.28504176427725	combined_BrafWT	BrafWT	combined	WT
Non-Small Cell Adenocarcinoma	C1335060	CURATED	197	SFN,HRAS,MAP2K1,BRAF,KRAS	5	5/145	5/14132	0.144542611107472	14132	0.311080836948689	combined_BrafWT	BrafWT	combined	WT
